State of Residence,Migrant Direction,Country of Birth SACC Code,Country of Birth SACC Label,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,Total
New South Wales,Arrival,9101,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9102,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9103,Cameroon,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,16
New South Wales,Arrival,9104,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9105,Cent Africa Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9106,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9107,"Congo, Rep",0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,15
New South Wales,Arrival,9108,"Congo, Dem Rep",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10
New South Wales,Arrival,9111,Cote d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
New South Wales,Arrival,9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9113,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9114,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9115,Ghana,9,6,8,7,3,12,10,10,10,6,3,5,8,3,3,0,0,0,95
New South Wales,Arrival,9116,Guinea,0,0,0,6,0,4,0,3,3,0,0,0,0,0,0,0,0,0,14
New South Wales,Arrival,9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9118,Liberia,3,0,3,0,4,4,0,0,3,3,0,0,0,0,0,0,0,0,31
New South Wales,Arrival,9121,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9122,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
New South Wales,Arrival,9123,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9124,Nigeria,20,21,18,10,19,55,73,48,34,10,5,3,3,0,3,0,0,0,333
New South Wales,Arrival,9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9126,Senegal,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Arrival,9127,Sierra Leone,3,4,0,0,8,8,3,4,7,3,0,0,0,4,0,0,0,0,51
New South Wales,Arrival,9128,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9200,S & E Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9201,Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
New South Wales,Arrival,9202,Botswana,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8
New South Wales,Arrival,9203,Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
New South Wales,Arrival,9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9205,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9206,Eritrea,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,16
New South Wales,Arrival,9207,Ethiopia,7,3,0,9,3,16,14,8,5,4,6,3,0,0,0,0,0,3,88
New South Wales,Arrival,9208,Kenya,11,13,9,9,45,37,24,21,9,3,3,3,0,3,0,0,0,0,200
New South Wales,Arrival,9211,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9212,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9213,Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
New South Wales,Arrival,9214,Mauritius,3,0,0,3,6,4,6,4,4,3,0,0,5,4,0,0,0,0,42
New South Wales,Arrival,9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9216,Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
New South Wales,Arrival,9217,Namibia,6,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,22
New South Wales,Arrival,9218,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9221,Rwanda,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7
New South Wales,Arrival,9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9223,Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
New South Wales,Arrival,9224,Somalia,0,0,0,0,9,7,15,3,3,5,0,4,0,6,3,0,0,0,56
New South Wales,Arrival,9225,South Africa,103,123,97,59,64,124,184,190,157,105,58,47,39,44,32,19,8,0,1462
New South Wales,Arrival,9226,Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9227,Tanzania,0,3,0,3,4,0,0,0,7,3,3,0,0,3,0,0,0,3,21
New South Wales,Arrival,9228,Uganda,0,0,3,0,0,0,6,3,0,0,3,0,0,0,0,3,0,0,23
New South Wales,Arrival,9231,Zambia,4,4,0,0,0,3,6,4,3,4,0,0,0,0,0,0,0,0,36
New South Wales,Arrival,9232,Zimbabwe,8,22,14,4,12,32,27,33,24,7,7,8,7,11,0,0,0,0,225
New South Wales,Arrival,9299,"S & E Afr, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,Total,Total,6526,5466,4196,4696,11219,13119,11469,8504,5719,3816,2871,2964,2769,2262,1387,665,318,179,88153
New South Wales,Departure,1000,Oceania nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1100,Aust (incl E T) nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1101,Australia,3194,1141,597,618,1109,1501,1141,794,571,430,349,281,204,150,93,42,15,10,12228
New South Wales,Departure,1102,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1199,"Aust E T, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1201,New Zealand,44,91,119,124,220,388,366,264,202,209,191,172,160,101,36,14,9,10,2757
New South Wales,Departure,1300,Melanesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1301,New Caledonia,3,3,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,20
New South Wales,Departure,1302,PNG,0,0,3,0,3,8,8,6,10,9,6,0,4,0,0,0,0,0,59
New South Wales,Departure,1303,Solomon Islands,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,9
New South Wales,Departure,1304,Vanuatu,0,0,0,0,5,14,13,16,11,3,0,0,0,0,0,0,0,0,69
New South Wales,Departure,1400,Micronesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1401,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1402,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
New South Wales,Departure,1403,Marshall Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1404,"Micronesia, F S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1405,Nauru,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4
New South Wales,Departure,1406,N Mariana Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1407,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1500,Polynesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1501,Cook Islands,0,0,0,0,5,4,4,3,7,4,7,4,0,3,0,0,0,0,32
New South Wales,Departure,1502,Fiji,0,0,3,3,12,22,25,26,21,19,14,27,27,13,17,12,10,3,265
New South Wales,Departure,1503,French Poly,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,11
New South Wales,Departure,1504,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
New South Wales,Departure,1505,Samoa,4,8,9,15,18,9,13,16,16,9,9,17,20,11,12,3,3,0,182
New South Wales,Departure,1506,Samoa American,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,12
New South Wales,Departure,1507,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
New South Wales,Departure,1508,Tonga,3,0,0,3,11,10,16,11,8,10,8,9,11,9,8,8,0,3,123
New South Wales,Departure,1511,Tuvalu,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9
New South Wales,Departure,1512,Wallis/Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1513,Pitcairn Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1599,"Polynesia, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
New South Wales,Departure,1600,Antarctica nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1601,Adelie Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1602,Argentinian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1603,Australian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1604,British A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1605,Chilean A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1606,Queen Maud Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1607,Ross Dependency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,2000,NW Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,21,"UK, CIs & IOM",86,131,108,71,390,1119,827,419,294,179,207,180,146,95,94,64,27,12,4439
New South Wales,Departure,2201,Ireland,3,11,15,7,64,380,354,195,47,33,20,8,13,9,3,4,3,0,1180
New South Wales,Departure,2300,Western Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,2301,Austria,4,0,0,0,5,5,8,3,3,3,3,4,0,0,5,0,0,0,52
New South Wales,Departure,2302,Belgium,3,3,7,3,11,38,22,13,14,3,7,3,0,0,0,0,0,0,133
New South Wales,Departure,2303,France,14,27,15,19,159,371,298,159,69,51,34,14,3,4,3,3,0,0,1248
New South Wales,Departure,2304,Germany,11,12,12,19,158,150,136,63,59,40,30,26,15,5,8,4,7,0,770
New South Wales,Departure,2305,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,2306,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
New South Wales,Departure,2307,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
New South Wales,Departure,2308,Netherlands,4,11,4,5,33,82,81,30,18,13,16,14,13,7,3,0,0,0,329
New South Wales,Departure,2311,Switzerland,8,7,12,12,9,19,20,12,10,12,8,4,3,11,10,0,0,0,154
New South Wales,Departure,2400,Northern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,2401,Denmark,4,7,4,4,17,16,14,7,9,7,6,3,3,3,5,0,0,3,111
New South Wales,Departure,2402,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,2403,Finland,0,3,3,0,7,20,16,16,7,7,9,3,0,4,0,0,0,0,85
New South Wales,Departure,2404,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,2405,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
New South Wales,Departure,2406,Norway,3,3,3,3,18,20,14,10,0,5,3,0,0,0,0,0,0,0,79
New South Wales,Departure,2407,Sweden,3,12,10,8,34,52,31,16,13,18,10,3,5,8,0,0,3,0,207
New South Wales,Departure,2408,Aland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3000,S & E Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3100,Southern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3101,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
New South Wales,Departure,3102,Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3103,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3104,Italy,7,11,10,7,57,140,150,87,42,37,16,16,22,13,15,3,3,4,640
New South Wales,Departure,3105,Malta,0,0,0,0,0,3,3,0,0,0,0,3,3,3,3,0,0,0,25
New South Wales,Departure,3106,Portugal,0,0,0,3,0,7,9,15,5,7,3,4,3,14,3,0,0,0,91
New South Wales,Departure,3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3108,Spain,3,11,7,9,38,136,108,50,28,15,8,3,0,8,3,0,0,0,431
New South Wales,Departure,3200,SE Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3201,Albania,0,0,0,0,0,3,7,3,4,0,0,0,0,3,4,0,0,0,23
New South Wales,Departure,3202,Bosnia/Herzegov,0,0,0,0,0,3,10,3,3,4,6,7,11,19,8,3,4,3,95
New South Wales,Departure,3203,Bulgaria,0,0,4,3,3,3,5,5,10,5,3,3,0,3,3,3,0,0,50
New South Wales,Departure,3204,Croatia,0,0,0,0,0,7,10,9,10,9,13,16,13,16,12,9,7,3,140
New South Wales,Departure,3205,Cyprus,0,0,0,0,0,0,3,5,0,0,0,0,0,4,3,4,4,3,34
New South Wales,Departure,3206,North Macedonia,0,3,0,0,0,5,8,4,8,3,8,3,12,12,15,6,3,4,97
New South Wales,Departure,3207,Greece,0,3,13,3,5,15,23,17,21,14,9,13,22,21,24,18,10,7,228
New South Wales,Departure,3208,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11
New South Wales,Departure,3211,Romania,0,3,4,0,5,6,7,7,10,3,4,5,3,3,7,3,3,0,71
New South Wales,Departure,3212,Slovenia,0,0,0,0,0,0,3,0,8,3,0,0,0,3,0,0,0,0,27
New South Wales,Departure,3214,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
New South Wales,Departure,3215,Serbia,0,5,3,3,9,11,15,16,11,11,9,12,3,10,9,4,0,0,128
New South Wales,Departure,3216,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3300,Eastern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3301,Belarus,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13
New South Wales,Departure,3302,Czechia,0,4,0,0,3,28,41,25,13,4,4,7,3,0,0,0,0,0,135
New South Wales,Departure,3303,Estonia,0,0,0,0,7,16,16,10,0,0,0,0,0,0,0,0,0,0,52
New South Wales,Departure,3304,Hungary,0,0,0,3,3,5,10,10,9,6,6,6,4,5,3,0,4,0,76
New South Wales,Departure,3305,Latvia,0,0,0,0,0,0,5,3,0,3,0,3,0,0,0,0,0,0,21
New South Wales,Departure,3306,Lithuania,0,0,0,0,12,22,19,8,0,0,0,0,0,0,0,0,0,0,62
New South Wales,Departure,3307,Poland,0,0,3,4,6,31,65,42,27,18,10,12,11,16,11,3,3,0,263
New South Wales,Departure,3308,Russia,0,5,4,3,13,21,33,41,19,15,9,11,14,12,6,6,5,0,231
New South Wales,Departure,3311,Slovakia,0,0,0,0,4,23,16,13,8,3,3,0,0,0,0,0,0,0,84
New South Wales,Departure,3312,Ukraine,0,0,0,0,0,14,24,16,13,8,4,6,9,4,5,0,0,0,102
New South Wales,Departure,4000,N Afr & Middl E nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,4100,North Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,4101,Algeria,0,0,0,0,0,3,7,0,0,7,8,0,4,0,3,0,0,0,38
New South Wales,Departure,4102,Egypt,0,4,16,7,4,7,25,36,24,9,5,11,11,14,16,7,3,3,196
New South Wales,Departure,4103,Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
New South Wales,Departure,4104,Morocco,0,0,0,0,0,3,5,7,0,0,3,4,0,4,0,0,0,0,31
New South Wales,Departure,4105,Sudan,0,0,3,0,4,10,5,11,5,7,4,3,3,0,0,0,0,0,59
New South Wales,Departure,4106,Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
New South Wales,Departure,4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,4111,South Sudan,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,10
New South Wales,Departure,4200,Middle East nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,4201,Bahrain,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4
New South Wales,Departure,4202,Gaza Str/W Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
New South Wales,Departure,4203,Iran,0,3,3,4,7,23,45,68,58,20,16,20,27,34,21,14,3,3,368
New South Wales,Departure,4204,Iraq,0,8,14,3,16,25,37,35,28,31,21,19,13,12,7,6,3,0,282
New South Wales,Departure,4205,Israel,0,14,5,3,36,16,18,14,20,12,3,4,0,0,3,0,0,0,140
New South Wales,Departure,4206,Jordan,3,0,0,0,5,17,19,19,8,8,3,3,3,3,0,0,0,0,87
New South Wales,Departure,4207,Kuwait,0,3,6,0,6,15,5,11,7,3,3,0,0,0,0,0,0,0,62
New South Wales,Departure,4208,Lebanon,6,9,4,0,11,24,26,23,23,26,28,30,27,22,17,6,6,5,305
New South Wales,Departure,4211,Oman,0,8,4,0,9,4,4,6,3,0,0,0,0,0,0,0,0,0,37
New South Wales,Departure,4212,Qatar,0,4,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,19
New South Wales,Departure,4213,Saudi Arabia,41,70,30,12,48,159,139,69,26,5,3,4,3,0,0,0,0,0,607
New South Wales,Departure,4214,Syria,0,0,0,0,6,8,11,12,7,0,6,5,3,3,8,0,0,0,67
New South Wales,Departure,4215,Turkey,0,0,4,0,8,35,21,26,16,15,14,26,24,21,19,17,0,0,247
New South Wales,Departure,4216,Unit Arab Emir,4,24,30,5,6,15,10,10,3,0,0,0,0,0,0,0,0,0,114
New South Wales,Departure,4217,Yemen,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5
New South Wales,Departure,5000,South-East Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,5100,Mainld SE Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,5101,Myanmar,0,0,0,3,15,10,7,6,0,7,3,3,3,0,0,0,0,0,59
New South Wales,Departure,5102,Cambodia,0,3,3,0,20,22,12,5,7,9,8,9,7,6,4,0,0,0,114
New South Wales,Departure,5103,Laos,0,0,0,5,22,9,0,3,3,0,3,3,0,0,0,0,0,0,47
New South Wales,Departure,5104,Thailand,7,3,11,13,45,119,133,108,71,49,25,24,25,19,14,3,4,0,668
New South Wales,Departure,5105,Vietnam,0,19,11,66,208,173,96,47,37,42,37,42,53,16,20,8,5,0,871
New South Wales,Departure,5200,M'time SE Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,5201,Brunei,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,18
New South Wales,Departure,5202,Indonesia,12,33,17,24,241,198,150,83,60,44,21,24,36,29,18,3,6,4,996
New South Wales,Departure,5203,Malaysia,7,10,12,8,207,209,156,114,75,54,50,55,39,22,16,8,3,3,1051
New South Wales,Departure,5204,Philippines,13,13,17,8,62,127,142,119,83,55,71,87,106,125,85,31,15,10,1167
New South Wales,Departure,5205,Singapore,11,21,17,30,58,98,39,36,30,24,15,9,8,12,9,0,0,0,431
New South Wales,Departure,5206,Timor-Leste,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4
New South Wales,Departure,6000,North-East Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,6100,Chinese Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,6101,China,61,162,101,444,4943,4221,1581,739,410,428,558,762,1100,1114,471,193,93,55,17437
New South Wales,Departure,6102,Hong Kong,9,27,30,24,132,99,63,41,32,20,16,29,38,23,23,6,3,4,619
New South Wales,Departure,6103,Macau,0,0,0,3,15,9,3,0,0,0,0,0,0,0,0,0,0,0,30
New South Wales,Departure,6104,Mongolia,12,27,12,8,23,48,87,44,18,12,4,16,12,3,0,0,0,0,328
New South Wales,Departure,6105,Taiwan,4,3,4,3,64,253,227,79,37,22,25,20,15,9,4,0,0,3,774
New South Wales,Departure,6200,Japan & Koreas nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,6201,Japan,29,45,30,33,110,146,124,92,77,63,57,43,21,9,3,3,0,0,874
New South Wales,Departure,6202,"Korea, North",0,0,0,0,0,3,3,3,7,3,3,0,0,4,6,0,0,0,31
New South Wales,Departure,6203,"Korea, South",27,74,50,57,240,505,349,213,132,110,66,62,46,30,24,11,8,4,1993
New South Wales,Departure,7000,S & C Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,7100,Southern Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,7101,Bangladesh,10,9,10,3,47,126,122,61,46,21,33,47,53,66,36,16,0,0,722
New South Wales,Departure,7102,Bhutan,0,0,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,13
New South Wales,Departure,7103,India,95,119,70,48,407,1324,1035,618,340,157,254,425,781,853,470,210,77,35,7305
New South Wales,Departure,7104,Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
New South Wales,Departure,7105,Nepal,5,10,5,4,133,238,169,100,34,49,156,222,276,187,97,31,13,0,1740
New South Wales,Departure,7106,Pakistan,11,39,37,10,75,236,205,148,62,26,8,15,32,25,23,10,4,3,974
New South Wales,Departure,7107,Sri Lanka,8,17,7,3,16,35,53,47,34,29,20,28,45,56,73,25,7,5,498
New South Wales,Departure,7200,Central Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,7201,Afghanistan,0,3,0,0,10,21,15,13,4,5,9,3,3,3,0,0,0,0,89
New South Wales,Departure,7202,Armenia,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
New South Wales,Departure,7203,Azerbaijan,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12
New South Wales,Departure,7204,Georgia,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,0,14
New South Wales,Departure,7205,Kazakhstan,3,0,0,0,0,15,7,3,0,0,0,0,0,0,0,0,0,0,31
New South Wales,Departure,7206,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
New South Wales,Departure,7207,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
New South Wales,Departure,7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,7211,Uzbekistan,0,0,0,0,5,11,3,0,0,0,0,0,0,3,0,0,0,0,32
New South Wales,Departure,8000,Americas nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,8100,N'thern America nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,8101,Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
New South Wales,Departure,8102,Canada,16,28,20,13,74,163,116,62,45,17,17,25,11,14,5,0,0,3,640
New South Wales,Departure,8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,8104,USA,63,133,97,74,294,441,402,220,149,83,78,88,51,39,27,17,3,6,2266
New South Wales,Departure,8200,South America nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,8201,Argentina,4,0,0,0,49,263,247,42,7,11,8,5,3,4,5,3,0,0,651
New South Wales,Departure,8202,Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
New South Wales,Departure,8203,Brazil,0,13,10,7,92,265,249,160,66,22,14,22,14,9,0,0,0,0,942
New South Wales,Departure,8204,Chile,0,3,0,5,10,109,121,34,13,8,6,7,12,3,5,6,0,0,339
New South Wales,Departure,8205,Colombia,8,0,0,4,63,164,152,77,37,15,8,15,21,19,10,8,0,0,600
New South Wales,Departure,8206,Ecuador,0,0,0,0,3,4,4,3,0,0,0,0,0,0,0,0,0,0,20
New South Wales,Departure,8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,8211,Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,8212,Paraguay,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3
New South Wales,Departure,8213,Peru,0,0,0,3,7,15,15,14,12,8,9,5,16,7,5,0,0,0,102
New South Wales,Departure,8214,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
