State of Residence,Migration Direction,Country of Birth SACC Code,Country of Birth SACC Label,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,Total
New South Wales,Arrival,9100,Cent & W Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9101,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9102,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9103,Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
New South Wales,Arrival,9104,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9105,Cent Africa Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9106,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9107,"Congo, Rep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Arrival,9108,"Congo, Dem Rep",0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,60
New South Wales,Arrival,9111,Cote d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9113,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9114,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9115,Ghana,10,10,10,10,20,40,60,30,20,10,0,0,10,0,0,0,0,0,240
New South Wales,Arrival,9116,Guinea,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Arrival,9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9118,Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
New South Wales,Arrival,9121,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9122,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9123,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9124,Nigeria,60,30,10,30,60,180,200,120,40,20,10,10,10,0,0,0,0,0,800
New South Wales,Arrival,9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9126,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9127,Sierra Leone,0,0,10,10,0,10,10,0,0,0,0,0,0,10,0,0,0,0,60
New South Wales,Arrival,9128,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9200,S & E Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9201,Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9202,Botswana,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,40
New South Wales,Arrival,9203,Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
New South Wales,Arrival,9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9205,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9206,Eritrea,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
New South Wales,Arrival,9207,Ethiopia,10,10,0,0,10,10,30,20,10,0,0,0,0,0,0,0,0,0,100
New South Wales,Arrival,9208,Kenya,20,20,10,80,270,240,80,60,20,0,10,0,10,0,0,0,0,0,810
New South Wales,Arrival,9211,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9212,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Arrival,9213,Malawi,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
New South Wales,Arrival,9214,Mauritius,0,0,0,10,40,30,20,10,0,10,10,10,10,0,10,0,0,0,150
New South Wales,Arrival,9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9216,Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
New South Wales,Arrival,9217,Namibia,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30
New South Wales,Arrival,9218,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9221,Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
New South Wales,Arrival,9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9223,Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9224,Somalia,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,50
New South Wales,Arrival,9225,South Africa,200,250,150,110,120,250,340,340,250,110,70,50,30,60,50,40,10,10,2450
New South Wales,Arrival,9226,Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,9227,Tanzania,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
New South Wales,Arrival,9228,Uganda,10,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,60
New South Wales,Arrival,9231,Zambia,0,0,0,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,60
New South Wales,Arrival,9232,Zimbabwe,20,30,30,50,60,70,70,80,60,30,10,10,10,10,10,0,0,0,560
New South Wales,Arrival,9299,"S & E Afr, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Arrival,Total,Total,8750,8180,6520,22840,51910,43660,25770,15140,9510,5190,4480,3610,3850,3850,2350,1140,550,320,217600
New South Wales,Departure,1000,Oceania nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1100,Aust (incl E T) nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1101,Australia,4730,1920,1120,1150,2590,3300,2030,1170,930,640,560,400,400,340,210,90,30,20,21650
New South Wales,Departure,1102,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1199,"Aust E T, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1201,New Zealand,90,150,170,190,370,560,490,350,300,250,270,300,340,220,90,60,30,20,4250
New South Wales,Departure,1300,Melanesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1301,New Caledonia,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,40
New South Wales,Departure,1302,PNG,0,0,0,0,10,20,10,10,10,10,10,10,10,0,0,0,0,0,90
New South Wales,Departure,1303,Solomon Islands,0,0,0,0,10,30,30,20,20,0,0,0,0,0,0,0,0,0,110
New South Wales,Departure,1304,Vanuatu,0,0,10,10,40,140,130,110,90,30,10,0,0,0,0,0,0,0,580
New South Wales,Departure,1400,Micronesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1401,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1402,Kiribati,0,0,0,0,10,20,20,10,10,10,0,0,0,0,0,0,0,0,80
New South Wales,Departure,1403,Marshall Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1404,"Micronesia, F S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1405,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Departure,1406,N Mariana Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1407,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1500,Polynesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1501,Cook Islands,0,0,0,0,10,10,10,0,10,10,10,10,10,0,10,0,0,0,100
New South Wales,Departure,1502,Fiji,0,0,0,0,30,30,40,60,40,30,40,40,50,40,30,20,10,10,460
New South Wales,Departure,1503,French Poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Departure,1504,Niue,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20
New South Wales,Departure,1505,Samoa,0,10,30,40,50,60,60,60,40,20,30,30,30,30,20,20,10,10,540
New South Wales,Departure,1506,Samoa American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Departure,1507,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
New South Wales,Departure,1508,Tonga,0,10,0,10,40,90,60,60,50,40,40,30,20,10,10,10,0,0,480
New South Wales,Departure,1511,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1512,Wallis/Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1513,Pitcairn Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1599,"Polynesia, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1600,Antarctica nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1601,Adelie Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1602,Argentinian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1603,Australian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1604,British A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1605,Chilean A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1606,Queen Maud Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,1607,Ross Dependency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,2000,NW Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,21,"UK, CIs & IOM",130,140,120,130,340,1080,870,530,370,250,250,280,220,150,130,90,30,20,5140
New South Wales,Departure,2201,Ireland,10,10,10,0,30,330,340,230,100,40,30,20,20,20,10,10,0,0,1210
New South Wales,Departure,2300,Western Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,2301,Austria,0,0,0,0,0,10,10,20,10,0,0,0,0,0,0,0,0,0,80
New South Wales,Departure,2302,Belgium,0,0,0,0,10,30,20,20,10,0,0,0,0,0,0,0,0,0,100
New South Wales,Departure,2303,France,20,20,20,20,100,290,260,150,90,60,20,30,10,10,10,10,0,0,1110
New South Wales,Departure,2304,Germany,10,10,20,30,100,130,120,80,50,40,40,30,30,20,20,20,10,0,750
New South Wales,Departure,2305,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,2306,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Departure,2307,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,2308,Netherlands,10,20,10,10,30,60,60,40,30,20,10,10,10,10,10,10,0,0,360
New South Wales,Departure,2311,Switzerland,10,0,0,0,10,10,20,20,10,0,10,10,10,10,0,0,0,0,130
New South Wales,Departure,2400,Northern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,2401,Denmark,0,10,10,0,10,10,10,10,0,0,10,10,10,0,0,0,0,0,100
New South Wales,Departure,2402,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,2403,Finland,0,0,0,0,10,20,10,10,10,10,0,0,0,0,0,0,0,0,70
New South Wales,Departure,2404,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,2405,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Departure,2406,Norway,0,0,0,0,10,20,10,10,0,0,0,0,0,0,0,0,0,0,60
New South Wales,Departure,2407,Sweden,10,20,10,10,20,40,40,30,10,10,10,10,0,0,0,0,0,0,210
New South Wales,Departure,2408,Aland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3000,S & E Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3100,Southern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3101,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3102,Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3103,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3104,Italy,0,0,10,10,50,120,170,110,50,20,20,20,20,20,20,10,10,0,650
New South Wales,Departure,3105,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
New South Wales,Departure,3106,Portugal,0,0,0,0,0,10,10,20,10,0,0,10,10,10,10,10,0,0,130
New South Wales,Departure,3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3108,Spain,10,10,10,0,20,100,110,70,40,30,10,0,0,0,0,10,0,0,430
New South Wales,Departure,3200,SE Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3201,Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
New South Wales,Departure,3202,Bosnia/Herzegov,0,0,0,0,0,0,10,10,20,10,10,10,20,20,10,0,0,0,120
New South Wales,Departure,3203,Bulgaria,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,40
New South Wales,Departure,3204,Croatia,0,0,0,0,0,10,10,20,10,10,10,10,20,30,20,10,10,0,180
New South Wales,Departure,3205,Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,50
New South Wales,Departure,3206,North Macedonia,0,0,0,0,0,10,10,10,10,10,0,10,10,20,20,0,0,0,120
New South Wales,Departure,3207,Greece,0,0,10,0,10,10,10,10,30,10,10,10,20,20,30,30,30,20,270
New South Wales,Departure,3208,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Departure,3211,Romania,0,0,0,0,0,0,10,10,10,10,10,0,0,10,0,0,0,0,70
New South Wales,Departure,3212,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Departure,3214,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Departure,3215,Serbia,0,0,0,0,10,10,0,10,20,10,10,0,10,10,10,0,0,0,110
New South Wales,Departure,3216,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3300,Eastern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,3301,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
New South Wales,Departure,3302,Czechia,0,0,0,0,10,20,30,10,20,10,0,0,0,0,10,0,0,0,130
New South Wales,Departure,3303,Estonia,0,0,0,0,0,10,20,10,0,0,0,0,0,0,0,0,0,0,50
New South Wales,Departure,3304,Hungary,0,0,0,0,0,0,10,10,10,10,0,0,0,10,0,0,0,0,70
New South Wales,Departure,3305,Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Departure,3306,Lithuania,0,0,0,0,0,10,20,10,0,0,0,0,0,0,0,0,0,0,50
New South Wales,Departure,3307,Poland,0,0,0,0,10,30,40,40,40,10,10,10,10,20,20,10,0,0,260
New South Wales,Departure,3308,Russia,0,0,10,10,10,30,30,40,20,20,10,0,10,10,10,0,0,0,200
New South Wales,Departure,3311,Slovakia,0,0,0,0,0,10,20,20,10,10,0,0,0,0,10,0,0,0,90
New South Wales,Departure,3312,Ukraine,0,0,0,0,0,0,20,20,10,10,10,0,0,0,0,0,0,0,80
New South Wales,Departure,4000,N Afr & Middl E nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,4100,North Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,4101,Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
New South Wales,Departure,4102,Egypt,0,10,10,0,10,10,10,40,20,10,10,10,10,20,10,10,10,0,210
New South Wales,Departure,4103,Libya,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30
New South Wales,Departure,4104,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
New South Wales,Departure,4105,Sudan,0,0,0,0,0,0,10,10,10,10,10,10,10,0,10,0,0,0,80
New South Wales,Departure,4106,Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Departure,4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,4111,South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Departure,4200,Middle East nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,4201,Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Departure,4202,Gaza Str/W Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,4203,Iran,0,0,0,0,10,20,50,60,60,20,30,20,20,30,30,20,10,10,410
New South Wales,Departure,4204,Iraq,0,10,20,10,10,30,40,40,30,20,30,20,10,20,10,10,10,10,330
New South Wales,Departure,4205,Israel,0,10,10,0,10,40,20,20,10,10,10,10,10,0,0,0,0,0,170
New South Wales,Departure,4206,Jordan,0,10,10,0,0,10,20,10,10,0,0,0,0,0,0,0,0,0,100
New South Wales,Departure,4207,Kuwait,0,0,0,0,0,10,10,10,10,0,10,0,0,0,0,0,0,0,50
New South Wales,Departure,4208,Lebanon,0,10,10,10,10,30,40,40,40,20,40,40,40,30,50,20,20,10,450
New South Wales,Departure,4211,Oman,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,30
New South Wales,Departure,4212,Qatar,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
New South Wales,Departure,4213,Saudi Arabia,10,60,30,10,30,70,90,60,30,0,0,0,0,0,0,0,0,0,400
New South Wales,Departure,4214,Syria,0,0,0,0,0,10,10,10,10,10,10,0,10,0,10,0,0,0,100
New South Wales,Departure,4215,Turkiye,0,10,10,0,10,30,30,30,30,10,40,30,30,40,20,20,20,0,360
New South Wales,Departure,4216,Unit Arab Emir,10,20,20,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,110
New South Wales,Departure,4217,Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Departure,5000,South-East Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,5100,Mainld SE Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,5101,Myanmar,0,0,0,0,20,20,10,10,0,10,10,10,0,10,10,0,0,0,100
New South Wales,Departure,5102,Cambodia,0,0,10,10,20,30,20,10,10,10,20,10,30,20,10,10,0,0,230
New South Wales,Departure,5103,Laos,0,0,0,0,10,10,0,0,0,0,0,10,10,0,0,0,0,0,60
New South Wales,Departure,5104,Thailand,10,10,20,10,40,110,160,150,120,90,60,40,50,40,10,20,0,0,950
New South Wales,Departure,5105,Vietnam,10,30,30,70,190,280,210,130,100,110,120,180,210,170,120,60,40,30,2090
New South Wales,Departure,5200,M'time SE Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,5201,Brunei,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20
New South Wales,Departure,5202,Indonesia,20,30,20,20,240,210,170,110,90,60,60,50,50,70,70,40,20,10,1320
New South Wales,Departure,5203,Malaysia,10,20,20,10,160,260,230,150,120,60,50,60,60,50,40,30,20,10,1370
New South Wales,Departure,5204,Philippines,10,20,20,20,100,160,190,150,130,100,110,160,250,270,190,110,40,40,2070
New South Wales,Departure,5205,Singapore,20,30,20,40,110,120,50,50,30,20,20,20,20,10,10,0,0,0,570
New South Wales,Departure,5206,Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
New South Wales,Departure,6000,North-East Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,6100,Chinese Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,6101,China,30,70,70,100,980,1390,970,500,370,290,430,530,580,620,280,120,60,60,7450
New South Wales,Departure,6102,Hong Kong,10,30,30,20,100,130,70,50,40,30,30,30,60,60,50,20,10,10,770
New South Wales,Departure,6103,Macau,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,30
New South Wales,Departure,6104,Mongolia,0,20,10,0,10,30,50,30,10,0,0,0,10,0,0,0,0,0,180
New South Wales,Departure,6105,Taiwan,10,10,0,0,30,170,210,70,40,30,20,30,20,30,30,10,0,0,720
New South Wales,Departure,6200,Japan & Koreas nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,6201,Japan,20,50,40,30,60,120,150,120,110,80,70,40,20,10,10,10,0,0,940
New South Wales,Departure,6202,"Korea, North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
New South Wales,Departure,6203,"Korea, South",10,40,50,50,140,340,340,200,180,120,120,60,70,60,40,20,10,10,1860
New South Wales,Departure,7000,S & C Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,7100,Southern Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,7101,Bangladesh,10,20,10,10,40,110,90,90,50,30,20,40,40,80,40,20,0,0,690
New South Wales,Departure,7102,Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
New South Wales,Departure,7103,India,90,160,80,30,270,1190,990,780,390,210,190,350,540,630,400,210,80,30,6620
New South Wales,Departure,7104,Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,7105,Nepal,0,10,0,0,120,240,200,130,50,30,60,110,110,90,40,10,10,0,1230
New South Wales,Departure,7106,Pakistan,20,50,40,20,70,170,180,140,80,40,30,30,20,30,20,20,10,10,950
New South Wales,Departure,7107,Sri Lanka,0,10,10,0,10,30,50,60,30,20,20,20,40,30,50,30,20,10,430
New South Wales,Departure,7200,Central Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,7201,Afghanistan,0,0,0,0,10,20,20,20,10,10,10,0,0,0,0,0,0,0,120
New South Wales,Departure,7202,Armenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,7203,Azerbaijan,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Departure,7204,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
New South Wales,Departure,7205,Kazakhstan,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30
New South Wales,Departure,7206,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Departure,7207,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,7211,Uzbekistan,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,30
New South Wales,Departure,8000,Americas nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,8100,N'thern America nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,8101,Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Departure,8102,Canada,10,30,20,20,80,190,170,100,80,50,30,20,20,20,10,10,0,0,870
New South Wales,Departure,8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,8104,USA,80,130,110,80,240,400,390,280,230,150,110,90,80,60,50,30,20,0,2560
New South Wales,Departure,8200,South America nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,8201,Argentina,0,0,0,0,30,230,340,80,20,10,0,0,0,10,10,10,0,0,730
New South Wales,Departure,8202,Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Departure,8203,Brazil,0,10,10,10,70,230,310,220,130,50,30,20,30,10,10,0,0,0,1130
New South Wales,Departure,8204,Chile,0,10,10,0,10,80,150,40,20,10,10,10,20,20,10,10,0,0,410
New South Wales,Departure,8205,Colombia,0,0,0,0,40,130,180,80,40,30,10,20,20,20,10,0,0,0,570
New South Wales,Departure,8206,Ecuador,0,0,0,0,0,10,10,0,0,0,0,0,0,0,10,10,0,0,50
New South Wales,Departure,8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,8211,Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New South Wales,Departure,8212,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
New South Wales,Departure,8213,Peru,0,0,0,0,10,20,30,20,10,10,0,10,10,10,10,10,0,0,160
